Age,BusinessTravel,MonthlyIncome,JobSatisfaction,Bonus,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,MaritalStatus,PerformanceRating,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,OverTime,Attrition
40,Travel_Rarely,6513,4,19539,Research & Development,1,3,Life Sciences,1,1822,3,Female,2,Healthcare Representative,Divorced,3,1,3,3,5,0,No,No
34,Travel_Rarely,6799,3,27196,Sales,8,2,Technical Degree,1,1823,2,Male,2,Sales Executive,Married,4,2,5,3,10,4,No,No
58,Non-Travel,16291,2,65164,Sales,2,3,Medical,1,1824,2,Male,4,Manager,Divorced,4,1,0,2,16,14,No,No
35,Travel_Rarely,2705,3,8115,Research & Development,23,4,Medical,1,1826,2,Male,1,Laboratory Technician,Married,3,1,2,4,5,0,No,No
47,Travel_Rarely,10333,2,30999,Research & Development,4,3,Life Sciences,1,1827,3,Female,3,Manufacturing Director,Divorced,3,1,4,3,22,14,Yes,No
40,Travel_Rarely,4448,1,13344,Research & Development,12,3,Life Sciences,1,1829,2,Female,2,Healthcare Representative,Divorced,3,1,3,3,7,7,No,No
54,Travel_Rarely,6854,4,20562,Research & Development,7,4,Medical,1,1830,4,Female,2,Research Scientist,Married,3,1,2,2,7,1,No,No
31,Travel_Frequently,9637,1,28911,Sales,7,4,Marketing,1,1833,1,Female,3,Sales Executive,Married,3,2,3,3,3,2,No,No
28,Travel_Rarely,3591,1,14364,Research & Development,1,3,Medical,1,1834,3,Female,1,Research Scientist,Married,4,1,3,3,3,1,No,No
38,Travel_Rarely,5405,4,21620,Sales,2,4,Marketing,1,1835,2,Female,2,Sales Representative,Married,4,2,4,2,4,0,Yes,No
26,Travel_Rarely,4684,4,14052,Sales,10,3,Medical,1,1836,3,Male,2,Sales Executive,Single,3,0,4,3,5,1,No,No
58,Travel_Frequently,15787,3,47361,Research & Development,15,4,Life Sciences,1,1837,1,Male,4,Research Director,Married,3,0,3,3,2,2,Yes,No
18,Non-Travel,1514,3,4542,Research & Development,14,3,Medical,1,1839,2,Female,1,Research Scientist,Single,3,0,4,1,0,0,No,No
31,Travel_Rarely,2956,1,8868,Human Resources,18,5,Human Resources,1,1842,4,Male,1,Human Resources,Married,3,0,4,3,1,0,No,Yes
29,Travel_Rarely,2335,1,7005,Human Resources,13,3,Human Resources,1,1844,1,Male,1,Human Resources,Divorced,3,3,3,3,2,2,Yes,Yes
45,Non-Travel,5154,3,20616,Sales,2,4,Life Sciences,1,1845,3,Female,2,Sales Executive,Married,4,2,3,4,8,5,No,No
36,Travel_Rarely,6962,2,27848,Research & Development,2,4,Other,1,1847,4,Female,2,Research Scientist,Married,4,1,2,3,1,0,Yes,No
43,Travel_Frequently,5675,4,22700,Sales,2,4,Life Sciences,1,1849,1,Male,2,Sales Executive,Married,4,1,5,3,7,7,No,No
27,Travel_Frequently,2379,4,7137,Research & Development,5,2,Life Sciences,1,1850,4,Female,1,Laboratory Technician,Single,3,0,3,2,5,0,Yes,No
29,Travel_Frequently,3812,4,11436,Research & Development,20,1,Medical,1,1852,4,Male,1,Laboratory Technician,Married,3,0,3,4,11,3,No,No
32,Travel_Frequently,4648,4,13944,Sales,10,4,Marketing,1,1853,4,Male,2,Sales Executive,Single,3,0,2,4,0,0,No,No
42,Non-Travel,2936,3,11744,Research & Development,10,4,Technical Degree,1,1854,3,Male,1,Research Scientist,Married,4,2,1,2,6,3,No,No
47,Travel_Rarely,2105,3,6315,Research & Development,9,4,Life Sciences,1,1856,2,Female,1,Laboratory Technician,Single,3,0,2,3,2,2,No,No
46,Travel_Rarely,8578,4,25734,Research & Development,2,2,Life Sciences,1,1857,4,Male,3,Manufacturing Director,Divorced,3,1,4,2,9,4,No,No
28,Non-Travel,2706,4,8118,Human Resources,1,2,Life Sciences,1,1858,3,Male,1,Human Resources,Divorced,3,1,2,3,3,2,No,No
29,Travel_Rarely,6384,3,19152,Research & Development,29,1,Life Sciences,1,1859,4,Male,2,Healthcare Representative,Divorced,3,2,3,3,7,1,No,No
42,Travel_Rarely,3968,3,11904,Research & Development,8,3,Life Sciences,1,1860,4,Male,1,Laboratory Technician,Single,3,0,3,3,0,0,No,No
32,Travel_Rarely,9907,2,29721,Sales,2,4,Marketing,1,1862,3,Male,2,Sales Executive,Single,3,0,3,2,2,2,Yes,Yes
46,Travel_Rarely,13225,1,39675,Sales,3,3,Technical Degree,1,1863,1,Female,4,Sales Executive,Divorced,3,1,5,3,19,2,No,No
27,Travel_Rarely,3540,3,14160,Sales,23,1,Medical,1,1864,2,Female,2,Sales Representative,Married,4,1,5,3,9,5,No,No
29,Travel_Rarely,2804,2,8412,Human Resources,6,1,Medical,1,1865,4,Male,1,Human Resources,Married,3,0,3,3,1,0,No,No
43,Travel_Rarely,19392,3,58176,Research & Development,6,3,Medical,1,1866,1,Female,5,Manager,Married,3,0,2,3,16,6,No,No
48,Travel_Rarely,19665,2,58995,Research & Development,10,3,Life Sciences,1,1867,4,Male,5,Research Director,Married,3,0,3,3,22,12,No,No
29,Travel_Frequently,2439,4,9756,Research & Development,24,2,Life Sciences,1,1868,4,Male,1,Research Scientist,Single,4,0,3,2,1,1,Yes,Yes
46,Travel_Rarely,7314,2,29256,Sales,10,3,Life Sciences,1,1869,3,Female,3,Sales Executive,Married,4,3,2,3,8,0,No,Yes
27,Travel_Frequently,4774,1,14322,Research & Development,15,3,Life Sciences,1,1870,4,Female,1,Research Scientist,Married,3,1,2,2,7,7,No,No
39,Travel_Rarely,3902,4,11706,Research & Development,19,4,Other,1,1871,4,Male,2,Research Scientist,Divorced,3,3,2,3,2,2,No,No
55,Travel_Rarely,2662,4,10648,Research & Development,2,4,Technical Degree,1,1873,2,Male,1,Research Scientist,Married,4,1,2,4,5,0,No,No
28,Travel_Rarely,2856,2,8568,Sales,3,3,Medical,1,1875,2,Female,1,Sales Representative,Married,3,1,3,3,1,0,No,No
30,Travel_Rarely,1081,4,3243,Sales,9,3,Medical,1,1876,2,Male,1,Sales Representative,Single,3,0,3,2,1,0,No,Yes
22,Travel_Rarely,2472,2,9888,Research & Development,7,1,Life Sciences,1,1878,4,Male,1,Research Scientist,Single,4,0,2,3,1,0,Yes,Yes
36,Travel_Rarely,5673,3,17019,Sales,10,4,Technical Degree,1,1880,2,Female,2,Sales Executive,Married,3,1,4,3,10,1,Yes,No
31,Travel_Rarely,4197,3,12591,Research & Development,20,3,Life Sciences,1,1881,2,Male,2,Laboratory Technician,Divorced,3,1,2,3,10,0,No,No
34,Travel_Rarely,9713,4,29139,Sales,4,3,Life Sciences,1,1882,3,Male,3,Sales Executive,Married,3,3,3,3,5,1,Yes,No
29,Travel_Rarely,2062,1,6186,Research & Development,7,3,Life Sciences,1,1883,4,Male,1,Laboratory Technician,Single,3,0,2,3,3,1,No,No
37,Travel_Rarely,4284,1,17136,Research & Development,7,4,Medical,1,1885,4,Male,2,Research Scientist,Married,4,1,2,3,5,0,Yes,No
35,Travel_Rarely,4788,2,14364,Research & Development,16,2,Other,1,1886,4,Female,2,Manufacturing Director,Married,3,0,2,3,3,0,Yes,No
45,Travel_Rarely,5906,4,17718,Research & Development,25,2,Life Sciences,1,1888,2,Female,2,Manufacturing Director,Married,3,2,2,2,9,3,No,No
36,Travel_Frequently,3886,4,15544,Human Resources,2,1,Human Resources,1,1890,2,Male,2,Human Resources,Single,4,0,2,2,10,0,No,No
40,Travel_Rarely,16823,1,50469,Research & Development,1,4,Life Sciences,1,1892,1,Male,4,Manager,Divorced,3,1,3,3,19,11,No,No
26,Travel_Rarely,2933,3,8799,Research & Development,1,2,Life Sciences,1,1893,2,Female,1,Research Scientist,Married,3,1,3,2,1,1,Yes,No
27,Travel_Rarely,6500,3,19500,Sales,2,2,Medical,1,1898,1,Female,2,Sales Executive,Single,3,0,5,2,8,0,No,No
48,Travel_Frequently,17174,4,51522,Research & Development,22,3,Medical,1,1900,4,Female,4,Manager,Divorced,3,1,3,3,22,4,No,No
44,Travel_Rarely,5033,1,15099,Research & Development,1,4,Life Sciences,1,1903,2,Male,2,Healthcare Representative,Married,3,1,5,3,2,2,No,No
34,Non-Travel,2307,1,9228,Research & Development,16,4,Technical Degree,1,1905,4,Male,1,Research Scientist,Married,4,1,2,3,5,3,Yes,Yes
56,Travel_Rarely,2587,4,7761,Research & Development,24,2,Life Sciences,1,1907,1,Male,1,Laboratory Technician,Single,3,0,3,3,4,1,No,Yes
36,Travel_Rarely,5507,2,16521,Sales,17,2,Marketing,1,1908,3,Male,2,Sales Executive,Married,3,2,1,1,4,1,No,No
41,Travel_Rarely,4393,2,17572,Sales,8,3,Marketing,1,1909,3,Female,2,Sales Executive,Married,4,1,3,3,5,1,No,No
42,Travel_Rarely,13348,1,40044,Research & Development,6,3,Medical,1,1911,3,Male,3,Research Director,Married,3,1,3,4,13,5,No,No
31,Travel_Rarely,6583,4,19749,Sales,10,2,Medical,1,1912,3,Female,2,Sales Executive,Divorced,3,1,2,3,5,1,Yes,No
34,Travel_Rarely,8103,4,24309,Sales,3,1,Medical,1,1915,4,Female,2,Sales Executive,Married,3,0,3,2,4,0,Yes,No
31,Travel_Rarely,3978,3,11934,Research & Development,4,3,Medical,1,1916,1,Female,1,Laboratory Technician,Divorced,3,1,0,2,2,2,No,No
26,Travel_Frequently,2544,4,7632,Research & Development,6,3,Other,1,1918,3,Male,1,Laboratory Technician,Married,3,1,3,3,7,7,No,No
45,Travel_Frequently,5399,3,16197,Research & Development,1,4,Medical,1,1922,2,Male,2,Healthcare Representative,Single,3,0,3,3,4,0,No,No
33,Travel_Rarely,5487,3,16461,Sales,10,4,Marketing,1,1924,2,Male,2,Sales Executive,Single,3,0,2,2,10,0,No,No
28,Travel_Frequently,6834,4,20502,Sales,1,2,Life Sciences,1,1927,3,Male,2,Sales Executive,Married,3,1,2,3,7,0,Yes,No
29,Travel_Frequently,1091,1,3273,Sales,24,3,Technical Degree,1,1928,3,Male,1,Sales Representative,Single,3,0,3,3,1,0,No,Yes
39,Non-Travel,5736,3,17208,Sales,21,4,Life Sciences,1,1929,1,Female,2,Sales Executive,Married,3,1,1,3,3,1,No,No
27,Travel_Rarely,2226,2,6678,Research & Development,2,4,Technical Degree,1,1931,2,Male,1,Research Scientist,Married,3,1,3,2,5,1,No,No
34,Travel_Frequently,5747,4,17241,Research & Development,22,4,Other,1,1932,3,Male,2,Research Scientist,Married,3,0,3,3,15,6,Yes,No
28,Travel_Rarely,9854,3,29562,Sales,13,2,Marketing,1,1933,4,Female,2,Sales Executive,Single,3,0,0,3,2,2,Yes,Yes
47,Non-Travel,5467,2,16401,Research & Development,14,4,Technical Degree,1,1934,3,Male,2,Research Scientist,Married,3,1,4,4,8,1,No,No
56,Travel_Rarely,5380,1,16140,Sales,11,5,Marketing,1,1935,4,Female,2,Sales Executive,Married,3,1,3,3,0,0,No,No
39,Travel_Rarely,5151,1,20604,Research & Development,9,2,Medical,1,1936,1,Male,2,Manufacturing Director,Married,4,1,3,3,10,7,No,No
38,Travel_Frequently,2133,2,6399,Research & Development,8,3,Medical,1,1937,4,Female,2,Research Scientist,Divorced,3,1,3,3,20,0,Yes,No
58,Travel_Rarely,17875,4,53625,Sales,21,3,Life Sciences,1,1938,4,Female,4,Manager,Married,3,1,2,2,1,0,Yes,No
32,Travel_Frequently,2432,3,7296,Research & Development,5,2,Life Sciences,1,1939,1,Female,1,Research Scientist,Single,3,0,2,3,4,0,Yes,Yes
38,Travel_Rarely,4771,4,14313,Research & Development,9,2,Life Sciences,1,1940,2,Male,1,Research Scientist,Divorced,3,2,0,4,5,0,No,No
49,Travel_Frequently,19161,4,57483,Research & Development,2,1,Life Sciences,1,1941,2,Male,5,Research Director,Married,3,0,3,3,5,4,No,No
42,Travel_Rarely,5087,4,15261,Sales,12,4,Marketing,1,1943,2,Male,2,Sales Executive,Divorced,3,2,4,3,0,0,Yes,No
27,Travel_Frequently,2863,2,8589,Human Resources,22,3,Human Resources,1,1944,1,Female,1,Human Resources,Married,3,0,2,3,1,0,No,Yes
35,Travel_Rarely,5561,1,16683,Sales,18,4,Medical,1,1945,2,Male,2,Sales Executive,Married,3,1,2,1,5,0,No,No
28,Non-Travel,2144,3,6432,Research & Development,16,3,Medical,1,1947,3,Male,1,Research Scientist,Single,3,0,3,2,5,1,No,No
31,Non-Travel,3065,1,9195,Research & Development,3,2,Medical,1,1948,3,Male,1,Research Scientist,Divorced,3,1,3,4,4,2,Yes,No
36,Non-Travel,2810,2,11240,Research & Development,9,4,Life Sciences,1,1949,1,Male,1,Laboratory Technician,Married,4,0,3,3,5,0,No,No
34,Travel_Rarely,9888,4,39552,Sales,1,3,Marketing,1,1950,1,Male,3,Sales Executive,Single,4,0,3,2,14,2,No,No
34,Travel_Rarely,8628,3,25884,Sales,13,4,Medical,1,1951,4,Male,3,Sales Executive,Divorced,3,1,2,2,8,1,No,No
26,Travel_Rarely,2867,1,8601,Research & Development,1,3,Medical,1,1952,3,Male,1,Laboratory Technician,Single,3,0,6,2,7,7,No,No
29,Travel_Rarely,5373,1,16119,Research & Development,1,3,Life Sciences,1,1954,1,Male,2,Healthcare Representative,Married,3,1,5,2,5,0,No,No
32,Non-Travel,6667,4,20001,Research & Development,15,4,Medical,1,1955,3,Female,2,Healthcare Representative,Divorced,3,1,6,3,5,1,No,No
31,Travel_Frequently,5003,1,20012,Research & Development,1,3,Life Sciences,1,1956,4,Male,2,Research Scientist,Married,4,0,6,3,10,8,No,No
28,Travel_Rarely,2367,4,7101,Research & Development,17,3,Technical Degree,1,1960,3,Male,1,Laboratory Technician,Divorced,3,1,2,2,4,0,No,Yes
38,Travel_Rarely,2858,1,8574,Sales,1,3,Life Sciences,1,1961,1,Male,1,Sales Representative,Single,3,0,3,2,1,0,No,No
35,Travel_Rarely,5204,4,15612,Sales,7,4,Life Sciences,1,1962,3,Female,2,Sales Executive,Married,3,0,2,3,10,0,Yes,No
27,Travel_Rarely,4105,4,12315,Sales,9,3,Marketing,1,1965,4,Male,2,Sales Executive,Single,3,0,5,3,7,0,No,No
32,Travel_Rarely,9679,4,38716,Research & Development,5,4,Life Sciences,1,1966,4,Male,2,Manufacturing Director,Single,4,0,1,3,1,0,No,No
31,Travel_Frequently,5617,4,16851,Sales,26,4,Marketing,1,1967,1,Male,2,Sales Executive,Married,3,0,4,3,10,0,Yes,Yes
53,Travel_Rarely,10448,1,31344,Sales,24,4,Life Sciences,1,1968,1,Male,3,Sales Executive,Single,3,0,2,2,2,2,Yes,Yes
54,Travel_Rarely,2897,3,8691,Research & Development,9,2,Life Sciences,1,1969,1,Female,2,Research Scientist,Married,3,2,6,2,4,2,No,No
33,Travel_Frequently,5968,3,23872,Research & Development,7,2,Life Sciences,1,1970,4,Male,2,Healthcare Representative,Divorced,4,3,2,3,9,2,No,No
43,Travel_Rarely,7510,3,22530,Research & Development,11,3,Life Sciences,1,1971,1,Male,3,Healthcare Representative,Married,3,1,1,3,10,0,No,No
38,Travel_Frequently,2991,2,8973,Human Resources,1,4,Other,1,1972,4,Male,1,Human Resources,Married,3,1,2,3,6,1,Yes,No
55,Travel_Rarely,19636,2,58908,Human Resources,26,4,Human Resources,1,1973,3,Male,5,Manager,Married,3,1,0,3,10,1,Yes,No
31,Travel_Rarely,1129,4,3387,Research & Development,2,1,Medical,1,1974,4,Female,1,Laboratory Technician,Divorced,3,3,4,3,1,0,Yes,No
39,Travel_Rarely,13341,1,40023,Sales,15,4,Marketing,1,1975,2,Male,4,Sales Executive,Single,3,0,3,3,20,11,No,No
42,Non-Travel,4332,3,12996,Research & Development,23,2,Life Sciences,1,1976,4,Male,2,Research Scientist,Single,3,0,2,3,20,3,No,No
31,Non-Travel,11031,3,44124,Research & Development,10,3,Medical,1,1979,3,Female,3,Research Director,Married,4,1,2,4,11,4,No,No
54,Travel_Rarely,4440,1,13320,Research & Development,10,3,Medical,1,1980,3,Female,2,Manufacturing Director,Single,3,0,3,3,5,1,Yes,No
24,Travel_Rarely,4617,3,13851,Research & Development,1,2,Life Sciences,1,1981,2,Male,2,Healthcare Representative,Single,3,0,2,2,4,1,No,No
23,Travel_Rarely,2647,4,7941,Research & Development,12,2,Other,1,1982,4,Male,1,Laboratory Technician,Single,3,0,6,4,5,1,No,No
40,Travel_Frequently,6323,3,18969,Research & Development,11,3,Technical Degree,1,1985,4,Female,2,Laboratory Technician,Married,3,1,2,4,10,9,No,No
40,Travel_Rarely,5677,2,17031,Sales,2,2,Marketing,1,1986,2,Female,2,Sales Executive,Married,3,1,4,3,11,5,No,No
25,Travel_Rarely,2187,2,6561,Human Resources,2,3,Human Resources,1,1987,3,Female,1,Human Resources,Married,3,0,3,3,2,1,No,No
30,Travel_Rarely,3748,2,11244,Research & Development,1,2,Medical,1,1989,4,Male,1,Laboratory Technician,Married,3,0,6,2,12,1,No,No
25,Travel_Rarely,3977,3,11931,Research & Development,2,1,Other,1,1992,4,Male,1,Laboratory Technician,Divorced,3,1,2,2,2,0,Yes,No
47,Travel_Rarely,8633,3,34532,Research & Development,25,3,Medical,1,1993,1,Male,3,Healthcare Representative,Single,4,0,3,3,17,12,No,No
33,Non-Travel,2008,3,6024,Research & Development,1,2,Medical,1,1994,2,Male,1,Laboratory Technician,Divorced,3,3,2,2,1,0,No,No
38,Travel_Rarely,4440,2,13320,Sales,1,4,Life Sciences,1,1995,4,Male,2,Sales Executive,Married,3,2,3,3,15,5,No,No
31,Travel_Rarely,3067,3,9201,Sales,2,2,Life Sciences,1,1996,1,Male,1,Sales Representative,Married,3,1,1,3,2,1,No,No
38,Travel_Frequently,5321,3,15963,Research & Development,6,4,Life Sciences,1,1997,1,Male,2,Manufacturing Director,Married,3,1,1,3,8,7,No,No
42,Travel_Rarely,5410,1,16230,Research & Development,18,4,Life Sciences,1,1998,4,Male,2,Research Scientist,Divorced,3,1,3,2,4,1,Yes,No
41,Travel_Rarely,2782,4,11128,Research & Development,1,3,Life Sciences,1,1999,4,Male,1,Research Scientist,Married,4,1,3,3,5,1,No,No
47,Non-Travel,11957,2,35871,Research & Development,1,1,Medical,1,2000,3,Female,3,Research Director,Married,3,2,3,1,13,5,No,No
35,Travel_Rarely,2660,3,7980,Research & Development,11,4,Medical,1,2003,4,Male,1,Laboratory Technician,Married,3,1,3,3,2,2,Yes,No
22,Travel_Rarely,3375,3,10125,Research & Development,1,2,Life Sciences,1,2007,4,Male,1,Research Scientist,Single,3,0,2,4,3,1,No,No
35,Travel_Rarely,5098,3,15294,Research & Development,9,4,Medical,1,2008,2,Male,2,Research Scientist,Single,3,0,5,3,10,0,No,No
33,Travel_Rarely,4878,4,14634,Research & Development,15,2,Medical,1,2009,2,Female,2,Healthcare Representative,Married,3,1,6,3,9,8,Yes,No
32,Travel_Rarely,2837,2,8511,Research & Development,29,4,Life Sciences,1,2010,3,Female,1,Laboratory Technician,Single,3,0,3,3,6,4,No,No
40,Travel_Rarely,2406,4,7218,Research & Development,1,4,Life Sciences,1,2012,1,Male,1,Laboratory Technician,Married,3,2,3,2,1,0,No,No
32,Travel_Rarely,2269,2,6807,Sales,1,4,Medical,1,2013,2,Male,1,Sales Representative,Married,3,1,2,3,2,2,No,No
39,Travel_Rarely,4108,4,12324,Research & Development,24,1,Life Sciences,1,2014,1,Male,2,Research Scientist,Single,3,0,2,3,7,1,No,No
38,Travel_Rarely,13206,3,39618,Research & Development,10,3,Medical,1,2015,2,Female,3,Research Director,Married,3,1,3,3,18,1,No,No
32,Travel_Rarely,10422,4,31266,Sales,1,4,Marketing,1,2016,3,Female,3,Sales Executive,Married,3,2,3,3,14,5,No,No
37,Travel_Rarely,13744,4,54976,Research & Development,10,3,Life Sciences,1,2017,3,Female,3,Research Director,Married,4,1,2,3,16,6,Yes,No
25,Travel_Rarely,4907,3,19628,Sales,8,2,Other,1,2018,1,Female,2,Sales Executive,Divorced,4,1,3,2,5,0,Yes,No
52,Non-Travel,3482,4,10446,Sales,29,4,Life Sciences,1,2019,1,Male,1,Sales Representative,Divorced,3,2,3,2,9,0,No,No
44,Travel_Rarely,2436,4,7308,Research & Development,1,3,Medical,1,2020,2,Male,1,Research Scientist,Single,3,0,2,3,4,1,Yes,No
21,Travel_Rarely,2380,1,7140,Sales,5,1,Medical,1,2021,3,Male,1,Sales Representative,Single,3,0,6,3,2,1,Yes,No
39,Non-Travel,19431,4,58293,Research & Development,9,3,Life Sciences,1,2022,4,Male,5,Manager,Single,3,0,3,2,6,1,No,No
23,Travel_Frequently,1790,1,5370,Sales,9,3,Marketing,1,2023,4,Male,1,Sales Representative,Married,3,1,3,2,1,1,No,Yes
36,Travel_Rarely,7644,4,22932,Sales,3,3,Medical,1,2024,1,Female,3,Sales Executive,Married,3,2,2,3,9,3,No,No
36,Travel_Frequently,5131,2,15393,Research & Development,4,2,Life Sciences,1,2025,4,Female,2,Manufacturing Director,Divorced,3,3,3,3,4,0,No,No
56,Non-Travel,6306,3,25224,Research & Development,1,4,Life Sciences,1,2026,3,Male,2,Healthcare Representative,Divorced,4,1,2,2,13,1,No,No
29,Travel_Rarely,4787,4,14361,Research & Development,1,4,Medical,1,2027,1,Male,1,Research Scientist,Married,3,3,3,4,2,2,Yes,Yes
42,Travel_Rarely,18880,3,56640,Research & Development,2,3,Life Sciences,1,2031,1,Male,5,Manager,Married,3,0,2,2,22,4,No,No
56,Travel_Rarely,2339,3,7017,Research & Development,7,2,Technical Degree,1,2032,4,Male,1,Laboratory Technician,Married,3,1,4,1,10,9,No,Yes
41,Travel_Rarely,13570,2,54280,Research & Development,28,4,Life Sciences,1,2034,1,Female,4,Manufacturing Director,Married,4,1,3,3,20,0,No,No
34,Travel_Rarely,6712,3,26848,Sales,28,3,Marketing,1,2035,4,Female,2,Sales Executive,Married,4,2,2,3,8,1,No,No
36,Non-Travel,5406,4,21624,Sales,15,4,Marketing,1,2036,4,Male,2,Sales Executive,Divorced,4,1,4,2,15,11,No,No
41,Travel_Rarely,8938,2,26814,Sales,3,3,Life Sciences,1,2037,3,Male,2,Sales Executive,Divorced,3,1,5,3,5,0,No,No
32,Travel_Rarely,2439,1,7317,Research & Development,2,3,Technical Degree,1,2038,4,Male,1,Research Scientist,Single,3,0,4,3,4,1,No,No
35,Travel_Rarely,8837,4,26511,Human Resources,26,4,Life Sciences,1,2040,3,Female,3,Human Resources,Single,3,0,2,3,9,1,Yes,No
38,Travel_Rarely,5343,4,16029,Sales,10,2,Life Sciences,1,2041,1,Female,2,Sales Executive,Married,3,1,1,3,10,1,No,No
50,Travel_Frequently,6728,3,20184,Sales,1,4,Life Sciences,1,2044,2,Male,2,Sales Executive,Divorced,3,2,3,3,6,0,No,Yes
36,Travel_Rarely,6652,4,19956,Sales,11,4,Marketing,1,2045,2,Female,2,Sales Executive,Married,3,1,2,2,6,0,No,No
45,Travel_Rarely,4850,3,14550,Sales,20,3,Life Sciences,1,2046,4,Female,2,Sales Executive,Single,3,0,3,3,5,0,No,No
40,Travel_Rarely,2809,3,8427,Research & Development,2,4,Life Sciences,1,2048,3,Male,1,Research Scientist,Single,3,0,2,3,2,2,No,No
35,Travel_Frequently,5689,3,17067,Research & Development,18,4,Life Sciences,1,2049,3,Male,2,Healthcare Representative,Married,3,2,2,4,10,0,Yes,No
40,Travel_Rarely,2001,3,6003,Research & Development,2,4,Medical,1,2051,3,Female,1,Research Scientist,Married,3,3,2,3,5,0,No,No
35,Travel_Rarely,2977,4,8931,Research & Development,1,4,Life Sciences,1,2052,3,Female,1,Research Scientist,Married,3,1,5,3,4,1,No,No
29,Travel_Rarely,4025,2,12075,Research & Development,13,2,Other,1,2053,4,Male,2,Laboratory Technician,Married,3,1,2,3,4,0,Yes,No
29,Travel_Rarely,3785,1,11355,Research & Development,28,4,Medical,1,2054,4,Female,1,Research Scientist,Single,3,0,3,1,5,0,No,No
50,Travel_Rarely,10854,1,32562,Sales,28,3,Marketing,1,2055,4,Male,3,Sales Executive,Divorced,3,1,3,3,3,2,Yes,Yes
39,Travel_Rarely,12031,4,36093,Sales,24,1,Marketing,1,2056,2,Female,4,Sales Executive,Married,3,1,2,2,20,9,No,No
31,Non-Travel,9936,1,29808,Research & Development,5,3,Medical,1,2057,2,Male,2,Manufacturing Director,Single,3,0,2,3,9,1,No,No
26,Travel_Rarely,2966,3,8898,Sales,5,3,Other,1,2060,4,Female,1,Sales Representative,Single,3,0,2,3,4,0,No,No
36,Travel_Frequently,2571,4,7713,Research & Development,23,2,Medical,1,2061,3,Male,2,Laboratory Technician,Married,3,1,3,3,5,0,No,No
